start_date,type,div,no_of_countries,country,placing,spirit_placing,spirit_score,no_of_spirit_placings,no_of_spirit_scores
1986-08-25,WC,J19,3,gb,3,1,NULL,1,0
1986-08-25,WC,OPN,15,dk,15,1,NULL,1,0
1986-08-25,WC,WMN,14,jp,13,1,NULL,1,0
1988-08-28,WC,OPN,16,au,16,1,NULL,1,0
1989-08-20,EC,OPN,11,fr,10,1,NULL,1,0
1992-08-17,WC,OPN,10,nz,8,1,NULL,1,0
1993-08-30,EC,J19,4,gb,4,1,NULL,1,0
1993-08-30,EC,MAS,4,se,2,1,NULL,1,0
1993-08-30,EC,OPN,10,gb,4,1,NULL,1,0
1993-08-30,EC,WMN,7,dk,7,1,NULL,1,0
1994-08-21,WC,J19,5,gb,4,1,NULL,1,0
1994-08-21,WC,MAS,7,it,5,1,NULL,1,0
1994-08-21,WC,OPN,15,nz,14,1,NULL,1,0
1994-08-21,WC,WMN,13,jp,6,1,NULL,1,0
1995-08-26,EC,J19,7,fi,3,1,NULL,1,0
1995-08-26,EC,MAS,4,de,1,1,NULL,1,0
1995-08-26,EC,OPN,11,se,1,1,NULL,2,0
1995-08-26,EC,OPN,11,fi,2,1,NULL,2,0
1995-08-26,EC,WMN,9,gb,5,1,NULL,1,0
1998-08-16,WC,MIX,4,br,4,1,NULL,1,0
1998-08-16,WC,OPN,11,za,11,1,NULL,1,0
1998-08-16,WC,WMN,8,fi,4,1,NULL,1,0
2001-08-19,WG,MIX,6,se,4,1,NULL,1,0
2003-08-23,EC,J19,6,fi,4,1,NULL,1,0
2003-08-23,EC,MAS,5,gb,1,1,NULL,1,0
2003-08-23,EC,MIX,10,cz,3,1,NULL,1,0
2003-08-23,EC,OPN,11,ie,11,1,NULL,1,0
2003-08-23,EC,WMN,9,fr,8,1,NULL,1,0
2004-08-01,WC,G19,7,gb,7,1,NULL,2,0
2004-08-01,WC,G19,7,au,6,1,NULL,2,0
2004-08-01,WC,J19,9,au,7,1,NULL,1,0
2004-08-01,WC,MAS,9,jp,6,1,NULL,1,0
2004-08-01,WC,MIX,13,au,5,1,NULL,1,0
2004-08-01,WC,OPN,18,ie,14,1,NULL,1,0
2004-08-01,WC,WMN,14,ie,14,1,NULL,1,0
2008-07-03,EC,G17,2,se,1,1,NULL,1,0
2008-07-03,EC,J17,3,at,1,1,NULL,1,0
2008-07-03,IN,J19,3,be,1,1,NULL,1,0
2008-08-02,WC,G19,7,au,2,1,NULL,1,0
2008-08-02,WC,J19,8,au,6,4,NULL,1,0
2009-08-06,EC,J19,14,fi,1,1,NULL,1,0
2010-07-19,WC,G23,8,de,8,1,NULL,1,0
2010-07-19,WC,M23,8,at,6,1,NULL,1,0
2010-07-19,WC,U23,15,ch,7,1,NULL,1,0
2010-08-02,EC,G17,3,de,1,1,NULL,1,0
2010-08-02,WC,G19,14,co,1,1,NULL,1,0
2010-08-02,EC,J17,7,be,4,1,NULL,1,0
2010-08-02,WC,J19,18,il,17,1,NULL,1,0
2011-07-30,EC,MAS,6,ch,6,1,NULL,1,0
2011-07-30,EC,MIX,15,de,5,1,NULL,1,0
2011-07-30,EC,OPN,17,be,16,1,NULL,1,0
2011-07-30,EC,WMN,12,at,10,1,NULL,2,0
2011-07-30,EC,WMN,12,nl,12,1,NULL,2,0
2011-08-08,EC,G17,3,fi,3,1,NULL,1,0
2011-08-08,EC,G19,8,cz,5,1,NULL,1,0
2011-08-08,EC,J17,7,de,1,1,NULL,1,0
2011-08-08,EC,J19,12,be,8,1,NULL,1,0
2011-12-01,AOC,MIX,5,jp,1,1,NULL,1,0
2011-12-01,AOC,OPN,4,jp,1,1,NULL,1,0
2012-07-07,WC,MAS,8,nz,6,1,14.33,8,8
2012-07-07,WC,MAS,8,us,4,2,14.11,8,8
2012-07-07,WC,MAS,8,jp,3,3,13.67,8,8
2012-07-07,WC,MAS,8,de,8,4,13.67,8,8
2012-07-07,WC,MAS,8,fr,7,5,13.56,8,8
2012-07-07,WC,MAS,8,gb,5,6,12.33,8,8
2012-07-07,WC,MAS,8,au,2,7,12.11,8,8
2012-07-07,WC,MAS,8,ca,1,8,8.89,8,8
2012-07-07,WC,MIX,15,za,15,1,14.60,15,15
2012-07-07,WC,MIX,15,de,6,2,14.44,15,15
2012-07-07,WC,MIX,15,cn,12,3,14.00,15,15
2012-07-07,WC,MIX,15,co,10,4,13.40,15,15
2012-07-07,WC,MIX,15,fr,8,5,13.10,15,15
2012-07-07,WC,MIX,15,fi,13,6,12.90,15,15
2012-07-07,WC,MIX,15,hk,11,7,12.70,15,15
2012-07-07,WC,MIX,15,nl,14,8,12.00,15,15
2012-07-07,WC,MIX,15,ph,7,9,11.40,15,15
2012-07-07,WC,MIX,15,au,2,10,11.22,15,15
2012-07-07,WC,MIX,15,ca,1,11,10.78,15,15
2012-07-07,WC,MIX,15,us,4,12,10.30,15,15
2012-07-07,WC,MIX,15,ru,9,13,10.10,15,15
2012-07-07,WC,MIX,15,gb,5,14,8.78,15,15
2012-07-07,WC,MIX,15,jp,3,15,8.00,15,15
2012-07-07,WC,OPN,19,ph,16,1,13.89,19,19
2012-07-07,WC,OPN,19,de,8,2,13.80,19,19
2012-07-07,WC,OPN,19,mx,18,3,13.22,19,19
2012-07-07,WC,OPN,19,us,1,4,13.20,19,19
2012-07-07,WC,OPN,19,fr,11,5,12.78,19,19
2012-07-07,WC,OPN,19,au,7,6,12.78,19,19
2012-07-07,WC,OPN,19,fi,6,7,12.60,19,19
2012-07-07,WC,OPN,19,nl,14,8,12.56,19,19
2012-07-07,WC,OPN,19,jp,5,9,12.40,19,19
2012-07-07,WC,OPN,19,sg,17,10,12.00,19,19
2012-07-07,WC,OPN,19,za,13,11,11.60,19,19
2012-07-07,WC,OPN,19,gb,2,12,11.60,19,19
2012-07-07,WC,OPN,19,se,4,13,11.33,19,19
2012-07-07,WC,OPN,19,nz,9,14,11.20,19,19
2012-07-07,WC,OPN,19,at,12,15,11.11,19,19
2012-07-07,WC,OPN,19,ca,3,16,10.60,19,19
2012-07-07,WC,OPN,19,co,10,17,10.50,19,19
2012-07-07,WC,OPN,19,it,15,18,9.80,19,19
2012-07-07,WC,OPN,19,hk,19,19,9.44,19,19
2012-07-07,WC,WMN,11,ca,3,1,12.92,11,11
2012-07-07,WC,WMN,11,gb,7,2,12.75,11,11
2012-07-07,WC,WMN,11,fi,9,3,12.58,11,11
2012-07-07,WC,WMN,11,de,6,4,12.08,11,11
2012-07-07,WC,WMN,11,jp,1,5,12.08,11,11
2012-07-07,WC,WMN,11,us,2,6,12.00,11,11
2012-07-07,WC,WMN,11,nz,8,7,11.75,11,11
2012-07-07,WC,WMN,11,mx,11,8,11.67,11,11
2012-07-07,WC,WMN,11,sg,10,9,11.67,11,11
2012-07-07,WC,WMN,11,au,5,10,10.42,11,11
2012-07-07,WC,WMN,11,co,4,11,9.67,11,11
2012-07-07,WC,WMS,6,de,6,1,12.43,6,6
2012-07-07,WC,WMS,6,us,1,2,11.43,6,6
2012-07-07,WC,WMS,6,gb,5,3,11.29,6,6
2012-07-07,WC,WMS,6,au,4,4,10.38,6,6
2012-07-07,WC,WMS,6,jp,3,5,9.13,6,6
2012-07-07,WC,WMS,6,ca,2,6,8.14,6,6
2012-08-12,WC,G17,3,at,1,1,NULL,1,0
2012-08-12,WC,G19,15,de,4,1,NULL,1,0
2012-08-12,WC,J17,8,ch,7,1,NULL,1,0
2012-08-12,WC,J19,20,co,2,1,NULL,1,0
2013-07-22,WC,G23,10,at,8,1,12.50,10,10
2013-07-22,WC,G23,10,au,7,2,12.25,10,10
2013-07-22,WC,G23,10,us,1,3,12.14,10,10
2013-07-22,WC,G23,10,mx,9,4,11.79,10,10
2013-07-22,WC,G23,10,gb,6,5,11.50,10,10
2013-07-22,WC,G23,10,nz,10,6,10.60,10,10
2013-07-22,WC,G23,10,jp,2,7,10.50,10,10
2013-07-22,WC,G23,10,ca,3,8,10.17,10,10
2013-07-22,WC,G23,10,de,5,9,9.20,10,10
2013-07-22,WC,G23,10,co,4,10,9.00,10,10
2013-07-22,WC,M23,11,us,1,1,14.43,11,11
2013-07-22,WC,M23,11,de,10,2,13.00,11,11
2013-07-22,WC,M23,11,at,6,2,13.00,11,11
2013-07-22,WC,M23,11,au,8,4,12.40,11,11
2013-07-22,WC,M23,11,gb,7,5,11.75,11,11
2013-07-22,WC,M23,11,jp,3,5,11.75,11,11
2013-07-22,WC,M23,11,ie,5,7,11.17,11,11
2013-07-22,WC,M23,11,tw,11,8,10.33,11,11
2013-07-22,WC,M23,11,ca,2,9,10.00,11,11
2013-07-22,WC,M23,11,co,9,9,10.00,11,11
2013-07-22,WC,M23,11,ve,4,11,9.00,11,11
2013-07-22,WC,U23,15,de,4,1,15.00,15,15
2013-07-22,WC,U23,15,jp,6,2,13.83,15,15
2013-07-22,WC,U23,15,ie,14,3,13.50,15,15
2013-07-22,WC,U23,15,gb,5,4,13.29,15,15
2013-07-22,WC,U23,15,ch,11,5,12.89,15,15
2013-07-22,WC,U23,15,fr,12,6,12.67,15,15
2013-07-22,WC,U23,15,at,7,7,12.00,15,15
2013-07-22,WC,U23,15,mx,15,8,11.67,15,15
2013-07-22,WC,U23,15,ca,2,9,11.60,15,15
2013-07-22,WC,U23,15,nz,10,10,11.00,15,15
2013-07-22,WC,U23,15,co,9,11,10.00,15,15
2013-07-22,WC,U23,15,us,1,11,10.00,15,15
2013-07-22,WC,U23,15,do,13,13,9.83,15,15
2013-07-22,WC,U23,15,it,8,14,8.00,15,15
2013-07-22,WC,U23,15,au,3,14,8.00,15,15
2013-08-05,EC,G17,5,at,2,1,NULL,1,0
2013-08-05,EC,G19,12,at,3,1,NULL,1,0
2013-08-05,EC,J17,8,ie,7,1,NULL,1,0
2013-08-05,EC,J19,16,fr,2,1,NULL,1,0
2014-07-20,OEY,G17,5,at,3,1,10.63,5,5
